File,Column,Type,Definition,Units,Scale,Coding,Domain,Notes
fa_revised.csv,Cholic_Acid_percent_total,numeric,Cholic acid as a percentage of total bile acids,%,original supplied measurement,,Bile acid,Percentage points on a 0–100 scale; not a 0–1 fraction.
fa_revised.csv,Chenodeoxycholic_Acid_percent_to,numeric,Chenodeoxycholic acid as a percentage of total bile acids,%,original supplied measurement,,Bile acid,Percentage points on a 0–100 scale; not a 0–1 fraction.
fa_revised.csv,Lithocholic_Acid_percent_total,numeric,Lithocholic acid as a percentage of total bile acids,%,original supplied measurement,,Bile acid,Percentage points on a 0–100 scale; not a 0–1 fraction.
fa_revised.csv,Deoxycholic_Acid_percent_total,numeric,Deoxycholic acid as a percentage of total bile acids,%,original supplied measurement,,Bile acid,Percentage points on a 0–100 scale; not a 0–1 fraction.
fa_revised.csv,Ursodeoxycholic_Acid_percent_tot,numeric,Ursodeoxycholic acid as a percentage of total bile acids,%,original supplied measurement,,Bile acid,Percentage points on a 0–100 scale; not a 0–1 fraction.
fa_revised.csv,butyl_myristate,numeric,Myristic acid (butyl-derivative label),µg/mg,original supplied measurement,,Fatty acid,Source variable uses a butyl-derivative label; units follow Table 5.
fa_revised.csv,butyl_palmitate,numeric,Palmitic acid (butyl-derivative label),µg/mg,original supplied measurement,,Fatty acid,Source variable uses a butyl-derivative label; units follow Table 5.
fa_revised.csv,butyl_inoleate,numeric,Linoleic acid (butyl-derivative label),µg/mg,original supplied measurement,,Fatty acid,Source variable uses a butyl-derivative label; units follow Table 5. Source spelling retained; corresponds to Table 5 butyl linoleate.
fa_revised.csv,butyl_alpha_linolenate,numeric,α-Linolenic acid (butyl-derivative label),µg/mg,original supplied measurement,,Fatty acid,Source variable uses a butyl-derivative label; units follow Table 5.
fa_revised.csv,butyl_oleate,numeric,Oleic acid (butyl-derivative label),µg/mg,original supplied measurement,,Fatty acid,Source variable uses a butyl-derivative label; units follow Table 5.
fa_revised.csv,butyl_cis_vaccenate,numeric,cis-Vaccenic acid (butyl-derivative label),µg/mg,original supplied measurement,,Fatty acid,Source variable uses a butyl-derivative label; units follow Table 5.
fa_revised.csv,butyl_stearate,numeric,Stearic acid (butyl-derivative label),µg/mg,original supplied measurement,,Fatty acid,Source variable uses a butyl-derivative label; units follow Table 5.
fa_revised.csv,butyl_arachidonate,numeric,Arachidonic acid (butyl-derivative label),µg/mg,original supplied measurement,,Fatty acid,Source variable uses a butyl-derivative label; units follow Table 5.
fa_revised.csv,butyl_gondoate,numeric,Gondoic acid (butyl-derivative label),µg/mg,original supplied measurement,,Fatty acid,Source variable uses a butyl-derivative label; units follow Table 5.
fa_revised.csv,butyl_docosanoate,numeric,Docosanoic acid (butyl-derivative label),µg/mg,original supplied measurement,,Fatty acid,Source variable uses a butyl-derivative label; units follow Table 5.
fa_revised.csv,butyl_erucate,numeric,Erucic acid (butyl-derivative label),µg/mg,original supplied measurement,,Fatty acid,Source variable uses a butyl-derivative label; units follow Table 5.
fa_revised.csv,butyl_nervonate,numeric,Nervonic acid (butyl-derivative label),µg/mg,original supplied measurement,,Fatty acid,Source variable uses a butyl-derivative label; units follow Table 5.
fa_revised.csv,coprostanol_TMS,numeric,Coprostanol (TMS label),µg/mg,original supplied measurement,,Sterol,Source TMS label retained; TMS denotes trimethylsilyl. Units follow Table 5.
fa_revised.csv,cholesterol_TMS_vs_chol,numeric,Cholesterol (TMS label),µg/mg,original supplied measurement,,Sterol,Source TMS label retained; TMS denotes trimethylsilyl. Units follow Table 5. The inherited vs_chol suffix does not identify a deposited ratio column; Table 5 treats this variable as cholesterol concentration.
fa_revised.csv,cholestanol_TMS,numeric,Cholestanol (TMS label),µg/mg,original supplied measurement,,Sterol,Source TMS label retained; TMS denotes trimethylsilyl. Units follow Table 5.
fa_revised.csv,brassicasterol_TMS,numeric,Brassicasterol (TMS label),µg/mg,original supplied measurement,,Sterol,Source TMS label retained; TMS denotes trimethylsilyl. Units follow Table 5.
fa_revised.csv,lathosterol_TMS,numeric,Lathosterol (TMS label),µg/mg,original supplied measurement,,Sterol,Source TMS label retained; TMS denotes trimethylsilyl. Units follow Table 5. Constant at 0.01 across all 14 cats; excluded from PCA/PLS and Figure S8 correlations.
fa_revised.csv,campesterol_TMS,numeric,Campesterol (TMS label),µg/mg,original supplied measurement,,Sterol,Source TMS label retained; TMS denotes trimethylsilyl. Units follow Table 5.
fa_revised.csv,stigmasterol_TMS,numeric,Stigmasterol (TMS label),µg/mg,original supplied measurement,,Sterol,Source TMS label retained; TMS denotes trimethylsilyl. Units follow Table 5.
fa_revised.csv,fusosterol_TMS,numeric,Fusosterol (TMS label),µg/mg,original supplied measurement,,Sterol,Source TMS label retained; TMS denotes trimethylsilyl. Units follow Table 5.
fa_revised.csv,beta_sitosterol_TMS,numeric,β-Sitosterol (TMS label),µg/mg,original supplied measurement,,Sterol,Source TMS label retained; TMS denotes trimethylsilyl. Units follow Table 5.
fa_revised.csv,sitostanol_TMS,numeric,Sitostanol (TMS label),µg/mg,original supplied measurement,,Sterol,Source TMS label retained; TMS denotes trimethylsilyl. Units follow Table 5.
fa_revised.csv,Total_Phytosterols,numeric,Total phytosterols,ng/mg,original supplied measurement,,Sterol,Supplied total; units follow Table 5. Component formulas are not specified in the deposited files.
fa_revised.csv,Total_Zoosterols,numeric,Total zoosterols,ng/mg,original supplied measurement,,Sterol,Supplied total; units follow Table 5. Component formulas are not specified in the deposited files.
fa_revised.csv,Phyto_Zoo_ratio,numeric,Phytosterol-to-zoosterol ratio,unitless,original supplied measurement,,Sterol,Supplied ratio retained without recalculation.
fa_revised.csv,Total_Sterols,numeric,Total sterols,ng/mg,original supplied measurement,,Sterol,Supplied total; units follow Table 5. Component formulas are not specified in the deposited files.
fa_revised.csv,Total_FA,numeric,Total fatty acids,ng/mg,original supplied measurement,,Fatty acid,Supplied total; units follow Table 5. Component formulas are not specified in the deposited files.
DI_revised.csv,CatID,integer identifier,Study cat identifier,none,identifier,,Metadata,Consistent with cytokine/GLP-1 CatIDs; IDs 30 and 31 are author-approved additions. Not interchangeable with metabolomics SampleID.
DI_revised.csv,DI,numeric,Fecal dysbiosis index,unitless,index,,Dysbiosis,Negative values indicate no major overall microbiome shift under the manuscript definition; positive values indicate a shift of increasing magnitude. Not a bacterial abundance.
DI_revised.csv,Faecalibacterium,numeric,Faecalibacterium abundance,log10 DNA copies/g feces,base-10 logarithm,,Bacterial taxon,Already log10-transformed; not a percentage or raw copy count.
DI_revised.csv,Turicibacter,numeric,Turicibacter abundance,log10 DNA copies/g feces,base-10 logarithm,,Bacterial taxon,Already log10-transformed; not a percentage or raw copy count.
DI_revised.csv,Streptococcus,numeric,Streptococcus abundance,log10 DNA copies/g feces,base-10 logarithm,,Bacterial taxon,Already log10-transformed; not a percentage or raw copy count.
DI_revised.csv,Ecoli,numeric,Escherichia coli abundance,log10 DNA copies/g feces,base-10 logarithm,,Bacterial taxon,Already log10-transformed; not a percentage or raw copy count.
DI_revised.csv,Blautia,numeric,Blautia abundance,log10 DNA copies/g feces,base-10 logarithm,,Bacterial taxon,Already log10-transformed; not a percentage or raw copy count.
DI_revised.csv,Fusobacterium,numeric,Fusobacterium abundance,log10 DNA copies/g feces,base-10 logarithm,,Bacterial taxon,Already log10-transformed; not a percentage or raw copy count.
DI_revised.csv,Clostridium_hiranonis,numeric,Peptacetobacter hiranonis abundance,log10 DNA copies/g feces,base-10 logarithm,,Bacterial taxon,Already log10-transformed; not a percentage or raw copy count. Historical variable name for Peptacetobacter hiranonis retained.
DI_revised.csv,Bifidobacterium,numeric,Bifidobacterium abundance,log10 DNA copies/g feces,base-10 logarithm,,Bacterial taxon,Already log10-transformed; not a percentage or raw copy count.
DI_revised.csv,Bacteriodes,numeric,Bacteroides abundance,log10 DNA copies/g feces,base-10 logarithm,,Bacterial taxon,Already log10-transformed; not a percentage or raw copy count. Source misspelling retained; intended taxon is Bacteroides.
DI_revised.csv,group,text,Study group,none,categorical,Control = nondiabetic control; DM = insulin-treated diabetic,Metadata,
TARGETEDFECAL_PARETO.csv,CatID,integer identifier,Study cat identifier,none,identifier,,Metadata,Consistent with cytokine/GLP-1 CatIDs; IDs 30 and 31 are author-approved additions. Not interchangeable with metabolomics SampleID.
TARGETEDFECAL_PARETO.csv,group,text,Study group,none,categorical,C = nondiabetic control; D = insulin-treated diabetic,Metadata,
TARGETEDFECAL_PARETO.csv,group_num,integer,Numeric study group,none,categorical,0 = control; 1 = diabetic,Metadata,
TARGETEDFECAL_PARETO.csv,cholic_acid,numeric,Cholic acid,processed scale (no original concentration unit),"natural-log, centered, Pareto-scaled",,Bile acid,"ln(x) using original ng/mg values, then mean-centered and divided by square root of sample SD of ln(x), across 14 cats."
TARGETEDFECAL_PARETO.csv,chenodeoxycholic_acid,numeric,Chenodeoxycholic acid,processed scale (no original concentration unit),"natural-log, centered, Pareto-scaled",,Bile acid,"ln(x) using original ng/mg values, then mean-centered and divided by square root of sample SD of ln(x), across 14 cats."
TARGETEDFECAL_PARETO.csv,lithocholic_acid,numeric,Lithocholic acid,processed scale (no original concentration unit),"natural-log, centered, Pareto-scaled",,Bile acid,"ln(x) using original ng/mg values, then mean-centered and divided by square root of sample SD of ln(x), across 14 cats."
TARGETEDFECAL_PARETO.csv,deoxycholic_acid,numeric,Deoxycholic acid,processed scale (no original concentration unit),"natural-log, centered, Pareto-scaled",,Bile acid,"ln(x) using original ng/mg values, then mean-centered and divided by square root of sample SD of ln(x), across 14 cats."
TARGETEDFECAL_PARETO.csv,ursodeoxycholic_acid,numeric,Ursodeoxycholic acid,processed scale (no original concentration unit),"natural-log, centered, Pareto-scaled",,Bile acid,"ln(x) using original ng/mg values, then mean-centered and divided by square root of sample SD of ln(x), across 14 cats."
TARGETEDFECAL_PARETO.csv,butyl_myristate,numeric,Myristic acid (butyl-derivative label),processed scale (no original concentration unit),"natural-log, centered, Pareto-scaled",,Fatty acid,"ln(x) using original µg/mg values, then mean-centered and divided by square root of sample SD of ln(x), across 14 cats."
TARGETEDFECAL_PARETO.csv,butyl_palmitate,numeric,Palmitic acid (butyl-derivative label),processed scale (no original concentration unit),"natural-log, centered, Pareto-scaled",,Fatty acid,"ln(x) using original µg/mg values, then mean-centered and divided by square root of sample SD of ln(x), across 14 cats."
TARGETEDFECAL_PARETO.csv,butyl_inoleate,numeric,Linoleic acid (butyl-derivative label),processed scale (no original concentration unit),"natural-log, centered, Pareto-scaled",,Fatty acid,"ln(x) using original µg/mg values, then mean-centered and divided by square root of sample SD of ln(x), across 14 cats."
TARGETEDFECAL_PARETO.csv,butyl_alpha_linolenate,numeric,α-Linolenic acid (butyl-derivative label),processed scale (no original concentration unit),"natural-log, centered, Pareto-scaled",,Fatty acid,"ln(x) using original µg/mg values, then mean-centered and divided by square root of sample SD of ln(x), across 14 cats."
TARGETEDFECAL_PARETO.csv,butyl_oleate,numeric,Oleic acid (butyl-derivative label),processed scale (no original concentration unit),"natural-log, centered, Pareto-scaled",,Fatty acid,"ln(x) using original µg/mg values, then mean-centered and divided by square root of sample SD of ln(x), across 14 cats."
TARGETEDFECAL_PARETO.csv,butyl_cis_vaccenate,numeric,cis-Vaccenic acid (butyl-derivative label),processed scale (no original concentration unit),"natural-log, centered, Pareto-scaled",,Fatty acid,"ln(x) using original µg/mg values, then mean-centered and divided by square root of sample SD of ln(x), across 14 cats."
TARGETEDFECAL_PARETO.csv,butyl_stearate,numeric,Stearic acid (butyl-derivative label),processed scale (no original concentration unit),"natural-log, centered, Pareto-scaled",,Fatty acid,"ln(x) using original µg/mg values, then mean-centered and divided by square root of sample SD of ln(x), across 14 cats."
TARGETEDFECAL_PARETO.csv,butyl_arachidonate,numeric,Arachidonic acid (butyl-derivative label),processed scale (no original concentration unit),"natural-log, centered, Pareto-scaled",,Fatty acid,"ln(x) using original µg/mg values, then mean-centered and divided by square root of sample SD of ln(x), across 14 cats."
TARGETEDFECAL_PARETO.csv,butyl_gondoate,numeric,Gondoic acid (butyl-derivative label),processed scale (no original concentration unit),"natural-log, centered, Pareto-scaled",,Fatty acid,"ln(x) using original µg/mg values, then mean-centered and divided by square root of sample SD of ln(x), across 14 cats."
TARGETEDFECAL_PARETO.csv,butyl_docosanoate,numeric,Docosanoic acid (butyl-derivative label),processed scale (no original concentration unit),"natural-log, centered, Pareto-scaled",,Fatty acid,"ln(x) using original µg/mg values, then mean-centered and divided by square root of sample SD of ln(x), across 14 cats."
TARGETEDFECAL_PARETO.csv,butyl_erucate,numeric,Erucic acid (butyl-derivative label),processed scale (no original concentration unit),"natural-log, centered, Pareto-scaled",,Fatty acid,"ln(x) using original µg/mg values, then mean-centered and divided by square root of sample SD of ln(x), across 14 cats."
TARGETEDFECAL_PARETO.csv,butyl_nervonate,numeric,Nervonic acid (butyl-derivative label),processed scale (no original concentration unit),"natural-log, centered, Pareto-scaled",,Fatty acid,"ln(x) using original µg/mg values, then mean-centered and divided by square root of sample SD of ln(x), across 14 cats."
TARGETEDFECAL_PARETO.csv,coprostanol_TMS,numeric,Coprostanol (TMS label),processed scale (no original concentration unit),"natural-log, centered, Pareto-scaled",,Sterol,"ln(x) using original µg/mg values, then mean-centered and divided by square root of sample SD of ln(x), across 14 cats."
TARGETEDFECAL_PARETO.csv,cholesterol_TMS_vs_chol,numeric,Cholesterol (TMS label),processed scale (no original concentration unit),"natural-log, centered, Pareto-scaled",,Sterol,"ln(x) using original µg/mg values, then mean-centered and divided by square root of sample SD of ln(x), across 14 cats."
TARGETEDFECAL_PARETO.csv,cholestanol_TMS,numeric,Cholestanol (TMS label),processed scale (no original concentration unit),"natural-log, centered, Pareto-scaled",,Sterol,"ln(x) using original µg/mg values, then mean-centered and divided by square root of sample SD of ln(x), across 14 cats."
TARGETEDFECAL_PARETO.csv,brassicasterol_TMS,numeric,Brassicasterol (TMS label),processed scale (no original concentration unit),"natural-log, centered, Pareto-scaled",,Sterol,"ln(x) using original µg/mg values, then mean-centered and divided by square root of sample SD of ln(x), across 14 cats."
TARGETEDFECAL_PARETO.csv,campesterol_TMS,numeric,Campesterol (TMS label),processed scale (no original concentration unit),"natural-log, centered, Pareto-scaled",,Sterol,"ln(x) using original µg/mg values, then mean-centered and divided by square root of sample SD of ln(x), across 14 cats."
TARGETEDFECAL_PARETO.csv,stigmasterol_TMS,numeric,Stigmasterol (TMS label),processed scale (no original concentration unit),"natural-log, centered, Pareto-scaled",,Sterol,"ln(x) using original µg/mg values, then mean-centered and divided by square root of sample SD of ln(x), across 14 cats."
TARGETEDFECAL_PARETO.csv,fusosterol_TMS,numeric,Fusosterol (TMS label),processed scale (no original concentration unit),"natural-log, centered, Pareto-scaled",,Sterol,"ln(x) using original µg/mg values, then mean-centered and divided by square root of sample SD of ln(x), across 14 cats."
TARGETEDFECAL_PARETO.csv,beta_sitosterol_TMS,numeric,β-Sitosterol (TMS label),processed scale (no original concentration unit),"natural-log, centered, Pareto-scaled",,Sterol,"ln(x) using original µg/mg values, then mean-centered and divided by square root of sample SD of ln(x), across 14 cats."
TARGETEDFECAL_PARETO.csv,sitostanol_TMS,numeric,Sitostanol (TMS label),processed scale (no original concentration unit),"natural-log, centered, Pareto-scaled",,Sterol,"ln(x) using original µg/mg values, then mean-centered and divided by square root of sample SD of ln(x), across 14 cats."
ONE_TRANS_SCALED.csv,CatID,integer identifier,Study cat identifier,none,identifier,,Metadata,Consistent with cytokine/GLP-1 CatIDs; IDs 30 and 31 are author-approved additions. Not interchangeable with metabolomics SampleID.
ONE_TRANS_SCALED.csv,S_cholic_acid,numeric,Cholic acid,processed scale (no original concentration unit),"natural-log, centered, Pareto-scaled",,Bile acid,"ln(x) using original ng/mg values, then mean-centered and divided by square root of sample SD of ln(x), across 14 cats."
ONE_TRANS_SCALED.csv,S_chenodeoxycholic_acid,numeric,Chenodeoxycholic acid,processed scale (no original concentration unit),"natural-log, centered, Pareto-scaled",,Bile acid,"ln(x) using original ng/mg values, then mean-centered and divided by square root of sample SD of ln(x), across 14 cats."
ONE_TRANS_SCALED.csv,S_lithocholic_acid,numeric,Lithocholic acid,processed scale (no original concentration unit),"natural-log, centered, Pareto-scaled",,Bile acid,"ln(x) using original ng/mg values, then mean-centered and divided by square root of sample SD of ln(x), across 14 cats."
ONE_TRANS_SCALED.csv,S_deoxycholic_acid,numeric,Deoxycholic acid,processed scale (no original concentration unit),"natural-log, centered, Pareto-scaled",,Bile acid,"ln(x) using original ng/mg values, then mean-centered and divided by square root of sample SD of ln(x), across 14 cats."
ONE_TRANS_SCALED.csv,S_ursodeoxycholic_acid,numeric,Ursodeoxycholic acid,processed scale (no original concentration unit),"natural-log, centered, Pareto-scaled",,Bile acid,"ln(x) using original ng/mg values, then mean-centered and divided by square root of sample SD of ln(x), across 14 cats."
ONE_TRANS_SCALED.csv,S_butyl_myristate,numeric,Myristic acid (butyl-derivative label),processed scale (no original concentration unit),"natural-log, centered, Pareto-scaled",,Fatty acid,"ln(x) using original µg/mg values, then mean-centered and divided by square root of sample SD of ln(x), across 14 cats."
ONE_TRANS_SCALED.csv,S_butyl_palmitate,numeric,Palmitic acid (butyl-derivative label),processed scale (no original concentration unit),"natural-log, centered, Pareto-scaled",,Fatty acid,"ln(x) using original µg/mg values, then mean-centered and divided by square root of sample SD of ln(x), across 14 cats."
ONE_TRANS_SCALED.csv,S_butyl_inoleate,numeric,Linoleic acid (butyl-derivative label),processed scale (no original concentration unit),"natural-log, centered, Pareto-scaled",,Fatty acid,"ln(x) using original µg/mg values, then mean-centered and divided by square root of sample SD of ln(x), across 14 cats."
ONE_TRANS_SCALED.csv,S_butyl_alpha_linolenate,numeric,α-Linolenic acid (butyl-derivative label),natural-log scale,"ln(x), uncentered",,Fatty acid,Natural logarithm of the numeric original value expressed in µg/mg; this intermediate column is not centered or Pareto-scaled.
ONE_TRANS_SCALED.csv,S_butyl_oleate,numeric,Oleic acid (butyl-derivative label),processed scale (no original concentration unit),"natural-log, centered, Pareto-scaled",,Fatty acid,"ln(x) using original µg/mg values, then mean-centered and divided by square root of sample SD of ln(x), across 14 cats."
ONE_TRANS_SCALED.csv,S_butyl_cis_vaccenate,numeric,cis-Vaccenic acid (butyl-derivative label),processed scale (no original concentration unit),"natural-log, centered, Pareto-scaled",,Fatty acid,"ln(x) using original µg/mg values, then mean-centered and divided by square root of sample SD of ln(x), across 14 cats."
ONE_TRANS_SCALED.csv,S_butyl_stearate,numeric,Stearic acid (butyl-derivative label),processed scale (no original concentration unit),"natural-log, centered, Pareto-scaled",,Fatty acid,"ln(x) using original µg/mg values, then mean-centered and divided by square root of sample SD of ln(x), across 14 cats."
